entry_id,win_type(A|S|B1|B2|C),opponent_class(naive|scalar|factory-block-dot|factory-repack|e2e-factory),win_or_loss,alias_note(e.g. Win-S=historical-mislabel-Win-B),locked_wording(L-7),triage(missing_fact|missing_pattern|misselection|physical),objdump_evidence_ptr,named_new_fact_or_pattern_id,closure_status,retest_result_ptr,snapshot
#      (c) 根因: ggml GEMM-path mat-quant ≠ scalar-path row-quant(qs diffs 780/2048、bsums diffs 64/128)=
#          SIGN-FLIP(dot 内抵消,良性)+ ROUND-HALF(~1.5% 半整值真 ±1 q8 噪,近零抵消放大 ~5-20% 相对,max ABS 0.34%)。
#      commit 8ede2779,cell experiments/active/t4b-m1-minterm-bisect/(m1_bisect_result.log + MANIFEST.md + m1_probe.cpp);
#      objdump min-fold 指令级正确:vsetivli zero,8,e32,m2 → vfmul.vf(dmin·a_d) → vfmacc.vv(main) → vfnmsac.vv(减 min)。
#   ③ 终审(★定案 CASE CLOSED,commit 4f765790): M4 决定性 positional(cell experiments/active/t4b-m4-decisive)——
#      真 Q4_K_M dmin≠0 模型张量 blk.0.attn_k.weight、两侧同喂 mat-quant 激活、call ggml 自己的
#      ggml_gemm_q4_K_16x1_q8_K_generic + 独立 int-exact double oracle。三决定性:(a) 整数 MAIN/MIN capture vs
#      recompute-from-mat-quant-q8 = 0/0 mismatch => INTEGER BIT-EXACT;(b) OURS vs int-exact rel 2.86e-6 <
#      ggml-generic vs int-exact 6.31e-5 => 我方比 ggml 自身 generic 更接近 int-exact;(c) q5_K(共享 min fold+qh 面)
#      vs int-exact rel 7.75e-7。残差 = 纯 FP-reassoc(ggml_generic 逐元素折叠 vs 我方整累加后一次折叠),~1000×
#      低于 M2c "5-40%" 伪影地板;RVV ggml_gemm_q4_K_16x1_q8_K(vl=16 硬编码)在 VLEN128 4081/4096 坏 = VLEN256-only,
#      证 M2c 结构注记但那是 ggml-side 非我方(VLEN128 正确实现 = ggml 的 _generic)。A-tree 板末 byte-exact restored
#      (ARCH 99131cf7 / GEN deb61a29,pristine .so 860736B,our kernels 0/0),emitter 源未改。详 docs/reports/
#      2026-07-09-ggml-q8-quant-dual-path-memo.md + m4_decisive_result.log。→ M2c-NARROWED 全表 RESTORED(上方 9 行
#      tag + 顶 banner);repack-GEMM 验收 oracle 确立 = mat-quant(kernel 对之 bit-exact)/ vs ggml 自身 generic。
#      注册两 FULL cert(schema/cert-lineage.v1.json:M4-q4K/M4-q5K-repack-gemm-decisive;cert-gate GREEN)。
# 方法学素材(论文): (i) 定罪与翻案同等严谨 —— M2c failure-cert 抓到真现象(数值确实分歧)但误归因 kernel;
#   M1 ZERO-MODEL 逆转、正确归因 ggml-side 激活量化惯例;(ii) ZERO-MODEL(recompute-from-实际-dispatch-q8)=
#   数值终审标准工具,专排"oracle 失配/错源"这一类空心 cert;(iii) 列-parity 是 mat-vs-row 差在交织列布局上的投影,非 kernel。
# ############################################################################
# [CERT-3REQ] cert 三要件补标 — 全表旧 K-quant min cert (2026-07-09 G3-cert-hardening;append-only;基于 M0 审计 4f8d815c)
# 三要件(空心证书禁令):① 语料完备,每算术项非退化 exercise(dmin≠0 ∧ mins≠0);② 输入路径同源(oracle 与被测 kernel
#   同喂真-dispatch 激活量化 = mat-quant,非 row-quant / 独立 lrintf −127/max);③ oracle 独立不共享读取(非自比
#   PRE≡POST / untiled≡tiled)。★M1 揭示:全表旧 cert 系统性违反的正是 ②(oracle 用 row-quant/lrintf,与 GEMM 真 dispatch
#   喂的 mat-quant 不同源)—— M2c 恰好抓到该差却误归因 kernel;M1 证 kernel 对 mat-quant bit-exact。缺项一律降 partial,
#   注【排队补测(oracle=mat-quant)】;★不 un-narrow(M2c-NARROWED 全持,等 M4)。逐 cert 判据源 = docs/reports/2026-07-09-minterm-fold-audit.md §3 表。
# cert 逐项(#=M0 审计编号 | ①②③ | 判定 | 备注):
#   #1  M2c t4b-m2c-dispatch(53666846)         | ①✔ ②✔(oracle=mat-quant) ③✔ | FULL(唯一充分;且是 failure-cert,抓到真 mat-vs-row 差、误归因 kernel) | 保持 FULL 记账;结论(kernel 缺陷)经 M1 逆转
#   #2  M0 tracer t4b-m0-q4k-tracer(039133ea)  | ①部分(INT dmin=0) ②✗(非真 mul_mat) ③✔ | PARTIAL | 排队补测(oracle=mat-quant);NORM worst 2.4e-5 ≪ 真差 → 语料漏抓
#   #3  M1 repacker cert t4b-m1-repacker        | ①部分(INT dmin=0) ②✗(独立 harness,喂 raw 非 repacked=非 mat-quant) ③✔ | PARTIAL | 排队补测(oracle=mat-quant);7-shape INT 0-mismatch 仅证 repack 布局,非 min 惯例
#   #4  q4_K L1-candidate(T8 行 50)             | ①✗ ②✗ ③✗(托 039133ea 构造 oracle) | PARTIAL | 排队补测(oracle=mat-quant);correctness NOT re-verified this run
#   #5  q5_K L1-candidate(T8 行 51)             | ①✗ ②✗ ③✗(同 #4,共享 fold)         | PARTIAL | 排队补测(oracle=mat-quant)
#   #6  q2_K L1 SILICON numeric(T8 行 53)       | ①声称✔ ②✗(独立 harness 非 mul_mat) ③✗ | PARTIAL / ★HOLLOW | 声称 min-active 却 NORM 5.77e-7 ≪ 真差 → 独立 ref 与 kernel 共享 bsums 读法/语料列-对称;排队补测(oracle=mat-quant);T8 已标 q2_K-PENDING-AUDIT
#   #7  q6_K L1 SILICON numeric(T8 行 52)       | N/A(q6_K no-min,无 min-term)         | N/A-本缺陷 | 记录 harness 与 #6 同源、同非-dispatch;不收窄(q6_K 不受累)
#   #8  l1-tile-s1 identity                      | ①退化(unit scale) ②✗ ③✗(PRE≡POST 自比) | PARTIAL | 自比只证 tiling 保序不变量,无法抓两变体共享缺陷;排队补测(oracle=mat-quant)
#   #9  l1-tile-s6 identity(T8 行 57)           | 同 #8(S1≡S6 自比)                     | PARTIAL | ★结构缺陷:M2c 正证 S1/S6 同时带差、自比 0-mismatch 仍漏;排队补测(oracle=mat-quant)
#   #10 l1-reroll / l1-pipeline q4_K             | ①✗ ②✗ ③✗(untiled≡reordered 自比)    | PARTIAL | 相对不变量;correctness 引 039133ea 未 re-verify;排队补测(oracle=mat-quant)
#   #11 l1-t3-q5k oracle_q5K.cpp(T8 行 61)      | ①✔(bsums mean 186.1) ②✗(独立 harness) ③声称独立 | PARTIAL / ★HOLLOW/SUSPECT | 反例守卫最强(NOMIN 149291×/ROWROT 6.15M×)却仍 NORM 8.0e-7 → 未复现真-dispatch interleaved 列-parity;M2c 明推 q5_K 带同差;排队补测(oracle=mat-quant)
#   #12 l1-t3-q2k(T8 行 59)                     | ①部分(INT dmin=0) ②✗ ③✗(untiled≡tiled 自比) | PARTIAL | q2_K 共享 fold,PENDING-AUDIT;排队补测(oracle=mat-quant)
#   #13 k1-VLEN256 t4a identity(T8 行 64)       | ②✗ ③✗(golden≡S6 @VLEN256 自比)        | PARTIAL / 无关 VLEN128 | VLEN256 16-lane 单-strip 本无两-strip 差(M2c: NO counterpart);identical 属预期、非 VLEN128 语料证据
#   #14 emit-golden lit(M0 §3a 清单)           | 结构文本,无数值断言                   | N/A-numerics | 无法抓任何数值缺陷,与本审计正交;不得当 correctness 证据
# 小结(★M4 定案后更新 2026-07-09):FULL = #1(M2c failure-cert)+ ★M4 q4_K/q5_K repack-GEMM(cert-lineage
#   M4-q4K/M4-q5K,真 mat-quant 头对头 vs ggml 自身 generic + 独立 int-exact);旧降 partial 的 K-quant repack-GEMM
#   正确性判据经 M4 recover(见下 M4 补标),仍 partial 的只是 GEVM 路径 + q2_K direct cert;两 ★HOLLOW = #6
#   (q2_K-SILICON)/#11(q5_K-oracle)之空心根因(oracle 非真 dispatch mat-quant)已被 M4 正源覆盖(q5_K→FULL、
#   q2_K→待 direct);自比 NORM 结构缺陷记录保留(#8/#9/#10/#12/#13);N/A = #7(q6_K no-min)/#14(emit-golden)。
#   ★M4 已定案(commit 4f765790)= un-narrow 完成(全表 RESTORED);详见下 [CERT-3REQ · M4 补标]。
# ############################################################################
# [CERT-3REQ · M4 补标 — 2026-07-09 G3-cert-hardening 裁决二.1;M4 CASE CLOSED 4f765790]
# ★M4 决定性 positional(cell experiments/active/t4b-m4-decisive)以真 dmin≠0 模型张量 + 真 mat-quant dispatch +
#   独立 int-exact oracle(且头对头 vs ggml 自己的 generic)满足三要件 → 注册两 FULL cert
#   (schema/cert-lineage.v1.json:M4-q4K-repack-gemm-decisive / M4-q5K-repack-gemm-decisive;cert-requirements-gate GREEN)。
# 逐项补标:
#   • q4_K repack-GEMM(旧 #2/#4/#8/#9/#10 + tile-S1/S6 行 56/57)= ★FULL:M4 头对头 vs ggml 自身 generic、整数-exact
#     (MAIN/MIN 0/0)、且比 generic 更近 int-exact(rel 2.86e-6 < 6.31e-5)—— 旧 PARTIAL 判据被 M4 recover。
#   • q5_K repack-GEMM(旧 #5/#11 + 行 61)= ★FULL:共享 min fold + qh 面,vs 独立 int-exact rel 7.75e-7;ggml 无
#     q5_K 16x1 gemm 故无头对头,靠 q4_K 头对头 + 本 int-exact 覆盖共享 fold。
#   • 仍 PARTIAL(owed):(i) repack-GEVM 路径 —— M4 头对头/oracle 走 GEMM,GEVM 未直接过 mat-quant 头对头;
#     (ii) DIRECT q2_K dmin≠0 cert(旧 #6/#12 + 行 53/59)—— q2_K 目前仅经 M4-proven 共享 kquant_dmin_bsums_min fold
#     间接验证,direct q2_K mat-quant 头对头 cert OWED(排队补测)。
#   • 不受影响:#7(q6_K no-min)/#14(emit-golden 无数值断言)/#13(VLEN256 16-lane 单-strip 本无两-strip 差)。
# ############################################################################
# [8-GATE-STATUS · q4_K = 7/8 PASS · ④ board-availability-gated — 2026-07-10 G3-cert-hardening 线D 状态口径;append-only,数值不改、行不删]
# ★q4_K [PERF-1] 八门当前口径 = 7/8 PASS · 1 partial(④ e2e-perf pending)。权威缺项清单 docs/reports/2026-07-09-q4k-8gate-status.md(Verdict 7/8)。
#   PASS 7 门:①字节精确(bounded-ULP;立在 M4-proven 现证正确 kernel 上)· ②VLEN翻转lit{128,256}(2026-07-10 新增 in-tree lit,strip vl 8↔16 键控于 -march 派生 VLEN,emitter 源未改)· ③双板objdump(rvv128 + k1/T4a)· ⑤双板都验证(rvv 1.884× + k1 3.106×,T4a)· ⑥实验纪律 · ⑦机制合成归因(SEL-1 T2,reason=prior 键控 fold_model 瓶颈 SHAPE 非 format 名)· ⑧措辞门。
#   partial 1 门:④ micro∧e2e —— micro PASS(S6 1.884× vs 出厂 block-dot);e2e-PERF 未闭。
#   ★④ 标注:board-availability-gated(外部依赖:共享板 SPEC CPU2006 + ai-test vllm 争用、loadavg 门中止),【非能力缺口】。集成正确性已兑现(见下 [E2E-CORRECT] 行),缺的仅是 e2e-PERF 板测(board-gated)。
#   ★仍非 sealed 8-gate Win;beat/outperform 措辞 LOCKED([NG-4])。唯一可引句 = kernel-轴 / 板A(rvv/VLEN128)/ prefill 的 fully-bound claim。
# ############################################################################
q4_K-e2e-integration-CORRECT-full-construct-rvv-vlen128,C(integration-CORRECTNESS;NOT-perf-win;NOT-sealed-8-gate;e2e-CORRECT-proven/perf-PENDING-board-gated),e2e-factory(stock upstream ggml block-dot f3e1828; correctness reference NOT a perf opponent),correct-not-beat(integration correctness PROVEN; NOT an e2e-beat/perf win),full-construct 集成支柱兑现(route+weight-repack+q8_K-activation+dispatch 自建);[NG-4] 集成正确性≠e2e-beat,"on ssh rvv (openEuler/VLEN128) full-construct q4_K 集成:全模型 q4_K 路由 + 权重 repack(block_q4_Kx16)+ q8_K 激活量化 + dispatch 自建集成,经 ggml-generic 对照 + OUR compiler-emitted GEVM ENGAGED 证正确:PPL 12.008 ≈ stock upstream block-dot 12.05、route banner 'TCRV EMITTED GEMV(q4_K_16x1 VLEN128 compiler-emitted) ENGAGED'、greedy 相干(coherent)。★部署变体 NOW == 证过变体:VLEN128 vl=8 compiler-emitted GEVM 已部署进集成树(re-emit md5 90d454da),RESOLVES 2026-07-10 t4b doc 记的 wrong-VLEN256-variant(vl=16,曾 PPL 822057 垃圾、OUR kernel 未部署、仅 ggml-generic 参考 PPL 11.97)残差。[NG-4] 这是集成正确性兑现,不是 e2e-beat/perf 赢;无 measured e2e-PERF Δ(board-gated,见 ④)。e2e = correct-proven + perf-pending。",n_a(correctness-not-gap; e2e-perf pending board-gated),tools/e2e-harness/board/t4b_ppl.sh + t4b_seal.sh + t4b_scripts(py/txt) + docs/reports/2026-07-10-t4b-e2e-seal-integration-proven-kernel-variant-residual.md(variant-residual RESOLVED by kernel-swap),full-construct-e2e-integration-correctness-proven(route+repack+q8_K-activation+dispatch;OUR compiler-emitted VLEN128 GEVM engaged;PPL 12.008≈stock 12.05 coherent),e2e-CORRECT-proven(integration 支柱兑现)/perf-PENDING(board-gated);NOT sealed 8-gate;beat 措辞 LOCKED[NG-4];集成正确性≠perf赢,tools/e2e-harness/board/t4b_scripts(sh/py/txt),2026-07-10-G3-cert-hardening-线D-e2e-CORRECT(full-construct integration correctness;PENDING-COMMIT)
q6_K-netnew-scaffold-e2e-rvv-vlen128-YELLOW-対手更强-FINAL,B1,factory-block-dot,loss,净新-scaffold perf 不延伸 K-quant(C3′ arithmetic-intensity: FLAT=bandwidth-win / K-quant=weight-reconstruction-bound),"[FINAL·L-7+L-11 两查转正 2026-07-12] q6_K 净新 riscv 1,16 scaffold correctness GREEN BUT prefill ON<0.28 vs OFF 4.14 t/s=<0.07× LOSS·★L-7 反汇编钉死确认:forward-routes-to=REPACK(我方 emitted vl=8·generic-fallback 排除[VLEN==128 beq 恒 taken·fallback not-taken 死路运行时永不执行·banner-fire⟺emitted 被调]·stock-block-dot 排除[白嫖会给≈1×·0.07× 只能来自 emitted 真跑])·0.07×=全展开-vectorized-repack(NOT scalar NOT table·83858 指令单函数全展开无 loop·6-bit 双平面 decode 全向量+vwmacc 2048·病灶=regfile spill vs1r.v 1980+vl1re16.v 2027+6278 vsetvli 无调度)=first-emission 未成熟身体·非部署病不改判·结构造得出≠性能立得住(集成层)·[NG-4] 不以 perf 名义入台账·维持 perf-covered 6/83",missing_pattern(first-emission 全展开 regfile spill·S6 tiling NULL on gcc)+physical-bound(weight-reconstruction floor),experiments/active/g5-wiring/M2-q6_K/L7_reverse-control_disasm.md + L7_raw_wrapper-nm-objdump.txt(fallback-exclusion 三链[指令级 unreachable+banner⟺emitted+慢速方向]+热循环反汇编 83858 指令) + evidence.md §二/§七,[GAP-KQUANT-GCC-CODEGEN]+weight-reconstruction-bound+XFER-1-hit(净新 scaffold perf 不延伸 K-quant·曳光弹预注册命中),FINAL(黄-对手更强·L-7 fallback 排除+first-emission 双层归因确认+L-11 同域标注·两查转正·可修性 open[裁〇.2 修正:现有具名杠杆均不适用(与 XFER-1 二类预测一致:瓦片化 NULL)·新杠杆未具名·与 [K-7] 兼容]·前误标「可修性=低」撤回),docs/reports/2026-07-12-perf-covered-q6_K-yellow-kernel-axis.md + experiments/active/g5-wiring/M2-q6_K/L7_reverse-control_disasm.md,23642f18(曳光弹)+L-7-2026-07-12
k1-compiler-symmetry-CORRECTION-t4a-kquant-kernel-axis-VALID,B1,factory-repack,win(kernel-axis·编译器对称-VALID·NOT-e2e),★订正 t4a 'asymmetry identical to board A' 假设(FACTUALLY-WRONG),k1 stock ggml = clang-18(CMakeCache CMAKE_C/CXX_COMPILER 铁证)→ k1 kernel-axis 编译器对称(两侧 clang-18)·与 rvv([CASE-COMPILER-ASYMMETRY] stock=gcc-15→蒸发撤回)根本不同。t4a k1 ratios q4_K 3.106×/q5_K 1.916× RE-LABELED 编译器对称-VALID(NOT clang-ours-vs-gcc artifact)·双账本在 k1 收敛(kernel=system=clang-18)。stock 无 SpacemiT/IME vendor 路径(sym=0)。[NG-4] kernel-axis NOT-e2e·e2e 传导=[WORK-ITEM-K1-KQUANT-E2E] 未测(sibling K-quant e2e LOSS 全测于 rvv-gcc 742-spill-death·k1-clang 可能规避→未测),n_a(台账订正·非新 win/loss),experiments/active/line-c-k1-strike/opponent_map_k1.md + raw_probe_evidence.txt(CMakeCache clang-18 铁证),[CASE-COMPILER-ASYMMETRY]-k1-refinement(k1=clang-symmetric-VALID·rvv=gcc-asymmetric-withdrawn·判别键=板出货编译器),k1-kernel-axis-VALID-confirmed; e2e-transduction=[WORK-ITEM-K1-KQUANT-E2E]-OPEN(q4_K e2e on k1 = 廉价决定性下一步),experiments/active/line-c-k1-strike/opponent_map_k1.md,Line-C-K1-strike-2026-07-12
q8_0-k1-vlen256-HEALTHY-AND-frag-2nd-evidence,C(对手侧碎片化证据·C1 供弹),factory-repack,n_a(碎片化证据·非 win/loss),q8_0-k1 = 硬对拼格(healthy@256) ∧ 碎片化2nd证据(broken@128) = 同一 non-portable body,"q8_0-k1 VLEN256:上游 q8_0_16x1 用 vsetivli zero,16,e32,m2 = VLMAX@256(256*2/32=16)满宽正确=健康(硬对拼格·parity=好结果·well-vectorized ~65 rvv insns)。同一 hardcoded-AVL=16 body 在 VLEN128 VLMAX(e32,m2)=8 钳位→半 16-interleave 列跳过→garbage(G5-M1b 已证:裸翻 gate='olta' RED / 我方 emitted vl=8 carrier=coherent GREEN)。Healthy@256 ∧ broken@128 = 一个 VLEN-不可移植手写 body = C1 对手侧碎片化供弹(手写库仅在恰好一个 VLEN 正确·非 capability-driven)。【口径纠·B2-caliber-audit 2026-07-15】garbage 仅『裸翻强制』(手动去 VLEN gate 强跑 AVL=16 body)之产物·shipped 出货本身有 VLEN guard→VLEN128 出货路径回退慢标量/generic block-dot(正确但慢·非跑 garbage)·故公平对拼对手 = 出货回退慢标量【非】garbage(碎片化证据不得升格为『我方 beat garbage』的 win)·定位 = 手写快路径 VLEN 不可移植:对(回退慢标量·数值正确)与快(仅恰好一个 VLEN 满宽)不可兼得。sibling [GAP-Q4K-VLEN128](q4_K arch body 亦 hardcode AVL=16·PPL 822057 garbage@128)同类",n_a(对手侧碎片化证据),experiments/active/line-c-k1-strike/opponent_map_k1.md P4,[GAP-Q8_0-VLEN128-KERNEL]-fragmentation-2nd-evidence(healthy@256 ∧ broken@128 = non-portable hand-written body·C1 对手侧供弹),碎片化2nd证据-confirmed(C1 对手侧供弹·手写库 VLEN 不可移植),experiments/active/line-c-k1-strike/opponent_map_k1.md,Line-C-K1-strike-2026-07-12
iq4_nl-correctness-carrier-GREEN-perf-env-blocked-GAP-VLEN128-3rd-family,C(correctness-carrier·C1 证据·非 perf win),factory-block-dot,correct-not-beat(correctness GREEN·perf env-blocked·no ratio),codebook 家族首 correctness-carrier + [GAP-Q8_0-VLEN128] 第3 quant-family 实例,"iq4_nl 上游 riscv 1,16 repack scaffold present 但 VLEN128-broken(hardcoded AVL=16+register vrgather)+dispatch-gated OFF(case128 break //TODO)= [GAP-Q8_0-VLEN128-KERNEL] 第3 quant-family 实例(flat q8_0 / super-block q4_K / codebook iq4_nl·★碎片化跨3族·手写库仅在恰好一个 VLEN 正确=C1 对手侧碎片化供弹强化)。我方 emitted vl=8 memory-gather(vluxei16 非 vrgather·VLEN128-safe) correctness-carrier GREEN(greedy A==B 5/5 byte-identical 真 IQ4_NL 模型+silicon UT INT byte-exact 6 shapes 0-mismatch+38 banners)。perf BLOCKED-environmental(共享板 load 22→30 他用户 VLLM/paper3/ai-test·llama-bench Bus error on 4.7GB mmap·★stock OFF 与 ON 同崩=决定性证明非我方 kernel·correctness llama-completion 单进程 10× clean)→维持 perf-covered 6/83·cell 黄-未接线→correctness-wired·harness ready quiet-board(load<~10) rerun=唯一上色步。[NG-4] correctness-carrier≠perf 赢",n_a(correctness-carrier·perf env-blocked·非 kernel 缺陷),experiments/active/g5-wiring/M2-iq4_nl/evidence.md + perf_BLOCKED_raw.txt(stock-OFF Bus-error env-block 决定性证),[GAP-Q8_0-VLEN128-KERNEL]-3rd-quant-family-instance(codebook·碎片化跨 flat/super-block/codebook 三族·手写库 VLEN 不可移植),correctness-carrier-GREEN-confirmed(codebook 家族首); perf-verdict-BLOCKED-environmental(quiet-board rerun pending·非 kernel 问题),experiments/active/g5-wiring/M2-iq4_nl/evidence.md,1a9c065b(G5-M2 iq4_nl·2026-07-12)
WORK-ITEM-K1-KQUANT-E2E-RESOLVED-POSITIVE-q4_K-clang-transduces,C(thesis-resolution·C3′ 绿路径证据·winner=stock repack 非 TCRV kernel),e2e-factory,win(repack e2e 传导 2.644×·但 stock repack·thesis-resolution 非 TCRV-kernel win),C3′ 绿路径确认·rvv LOSS 非普遍物理墙(K-quant e2e 可传导存在性证明·k1)·候选因素={gcc codegen[spill 3→742]|VLEN128 重建摊销|uarch}·隔离 pending 二.2·[裁二.1 锁定],[WORK-ITEM-K1-KQUANT-E2E] RESOLVED-POSITIVE(传导存在性): q4_K repack GEMM/GEVM e2e 在 k1-clang 传导 prefill 2.644×/decode 1.284×(REPACK vs stock vec_dot·both stock clang·VLEN256·n=20·DVFS 1.6GHz)·★方向翻转 vs rvv-gcc 0.42×/0.18×(同 repack-vs-vec_dot apples-to-apples)。★[裁二.1 锁定句式]=K-quant e2e 可传导的存在性证明(k1)；rvv LOSS 非普遍物理墙；候选因素={gcc codegen([CASE-COMPILER-ASYMMETRY] spill 3→742 历史直证)|VLEN128 重建摊销|uarch}·隔离 pending(二.2 决定性实验)——「gcc-death」冠名权待二.2 出口 A 兑现方可用·当前不得断言 gcc 为唯一因(k1 亦异 VLEN256/uarch·confounded)。q6_K 收口 framing 精化 weight-recon→候选含 compiler-codegen·SHARPENS [CASE-COMPILER-ASYMMETRY]+L3(出货 clang 正门·gcc codegen 是 rvv 候选因素之一)。双账本 k1 clang-18 收敛(kernel==system)。★诚实 scope:winner=stock repack(k1 ship q4_K case256·无我方 emitter 混淆)·非 TCRV kernel·perf-covered 6/83 不变·我方 via Win-K1-VLEN 1.085× parity transitively≈2.64×·Phase-2 部署我方 emitted DEFERRED(recipe 在手)。[NG-4] thesis-resolution 非 headline 绿,n_a(thesis-resolution·非 kernel win/loss),experiments/active/workitem-k1-kquant-e2e/evidence.md + phase_split_analysis.txt(objdump VLEN256-native vsetivli16·wrapper LD_LIBRARY_PATH bug 抓修),C3′-green-path-CONFIRMED-on-clang(K-quant repack e2e transduces·传导存在性证明·rvv LOSS 非普遍物理墙·候选因素{gcc codegen[spill 3→742]|VLEN128 重建摊销|uarch}·隔离 pending 二.2·[裁二.1 锁定·gcc-death 冠名权待二.2 出口A]),thesis-传导存在性-RESOLVED-POSITIVE(q4_K·因素隔离 pending 二.2 决定性实验); q5_K/family-e2e-reopened(裁四.2 unblocked·q5_K@k1 NEW GREEN 兑现·裁〇.3); Phase-2-our-emit-deploy-DEFERRED,experiments/active/workitem-k1-kquant-e2e/evidence.md,b12afd57(2026-07-12)
