# ===== 2026-07-08/09 G3 KQUANT-CLOSURE 二.1 — K-quant repack-GEMM OUTPUT-TILING (S6) 5-cell FAMILY SUMMARY (rvv/VLEN128, board 2026-07-08; kernel-axis A/B vs REAL-dispatched block-dot). SYNTHESIS rows (per-cell primary evidence in l1-tile-s6-q4k + l1-t3-q{5,2,6,3}k cells). The S6 register-cliff lever (idle i32 MIN accumulator + decode strips staged to STACK PANELS, byte-exact) is keyed to the min-fold bottleneck shape: it HOLDS where peak pressure IS the decode/min strips (min-fold-register-cliff family = q4_K/q2_K/q5_K → v31→v30 ≤32 cliff, spill→~0, throughput up, parity FLIPS) and is a NULL where peak pressure is dual-plane weight materialization (weight-bound family = q6_K/q3_K → v31 stuck, spill flat/rose, ~5.3-5.4x LOSS unrescued). COLUMN MAP for this block: roofline_class=BOTTLENECK-SHAPE; objdump_sealed=SPILL before→after (+peak vreg); micro_vs_factory=vs-opponent parity untiled→tiled; transduction_measured=[XFER-1] register-cliff transfer PREDICTION→OBSERVATION. [XFER-1]=4 sibling predictions from the q4_K S6 anchor (q2_K/q5_K pred HOLDS, q6_K/q3_K pred NULL) = 4/4 HIT on silicon. [NG-4]: kernel-axis structural datapoints, single-core, opponent=single-thread block-dot proxy, 8 [PERF-1] gates NOT walked → NOT a beat; e2e = PROJECTION only (see 二.2 transmission row below). =====
q4_K|q4_K|repack-gemm-tile-S6|arity2|kernel-prefill-tiling-summary,S6-tiled(ANCHOR;[XFER-1]-origin),mechanism,constructed-strong,emitRepackKQuantGemmBodyQ4K S6 (inline-min-fold + decoded-weight stack-panel; front-door constructed region; oracle 039133ea),byte-exact(IDENTITY cmp 0 mismatch both nr64/nr16 int+norm; oracle bounded-ULP ~7-8e-7; vwmacc 2240 UNCHANGED golden→S1→S6),repack-half_lanes8/vlen=128,spill 84→3 (hot-loop live-value 23→0; residual-3=prologue panel inits) / maxVreg v31→v30 (≤32 cliff REACHED),n_a,n_a,A/B +27.9% over S1 (golden→S6 ~1.96x; shape-robust nr16/nr64; ours cv 0.25-0.49%),n_a,board llama.cpp f3e1828 REAL-dispatched ggml_vec_dot_q4_K_q8_K_vl128 (repack.cpp:4616 case128=TODO no-op → nullptr@128; LIVE vlenb=128 probe NULLPTR),factory-block-dot(_vl128 hand-tuned),1.884x (parity 0.962→1.473(S1)→1.884(S6); ~88% lead; opponent cv 0.80%),n_a,n_a,min-fold-register-cliff (HOLDS; peak pressure = decode/min strips = kquant_dmin_bsums_min fold),q4_K=79.08% of prefill matmul (二.2),family prefill Amdahl S≈1.59x (see e2e row),[XFER-1] ANCHOR/ORIGIN = HOLDS (the lever's home; 4 sibling transfers verified against it),kernel-axis-only(e2e BLOCKED),open(blocked_by_SEL; op-identity selected, reason≈static_order;門⑦ MISSING),TILING-HOLDS-kernel-axis([NG-4] NOT-a-beat; 8-gate 3/8; e2e projection),rvv-openEuler-VLEN128-64c-clang17.0.6-fullmarch-gov=perf-2.6GHz,2026-07-08-G3-KQUANT-CLOSURE-二.1,experiments/active/l1-tile-s6-q4k-repack-gemm/{tile_s6_findings.md,tile_s6_ab.csv,objdump_tile_s6_seal.objdump},5f194cbd*去向=域外-非本轮主账-legacy-pre-§2.1(G3-二.1-K-quant-repack-GEMM-S6-output-tiling-5cell-family-summary)
q2_K|q2_K|repack-gemm-tile-S6|arity2|kernel-prefill-tiling-summary,S6-tiled([XFER-1]-sibling),mechanism,constructed-strong,emitRepackKQuantGemmBodyQ2K S6 (shares q4_K kquant_dmin_bsums_min dual d/dmin+bsums-min fold; front-door constructed region; oracle @924dc31f),byte-exact(silicon verify INT_mismatch=0 both + IDENTITY cmp 0 mismatch both shapes; bounded-norm 6.618e-07; vwmacc 2304 UNCHANGED),repack-half_lanes8/vlen=128,spill 619→7 (−98.9% collapse to ~0; residual-7=benign prologue) / maxVreg v31→v30 (≤32 cliff REACHED); textB HALVED 51014→26968,n_a,n_a,A/B +565% (0.9546→6.3513 GMAC/s = 6.65x nr64; 5.65x nr16; ours cv 0.12-1.40%),n_a,board llama.cpp f3e1828 REAL-dispatched ggml_vec_dot_q2_K_q8_K_vl128 (repack.cpp case128={break;}//TODO → nullptr@128 (256-only); LIVE probe NULLPTR; opponent MATURE _vl128),factory-block-dot(_vl128 mature),1.413x (parity 0.212→1.413; FLIP LOSS→WIN; opponent cv 1.14%),n_a,n_a,min-fold-register-cliff (HOLDS; shared dmin/bsums-min fold; peak pressure = decode/min strips),Q2_K model another account (this model=Q4_K_M),family prefill Amdahl projection,[XFER-1] pred HOLDS → obs HOLDS (HIT; mirror-image confirm of q6_K NULL),kernel-axis-only(e2e BLOCKED),open(blocked_by_SEL; 門⑦ MISSING),TILING-HOLDS-kernel-axis([NG-4] NOT-a-beat; flips LOSS→WIN but 8-gate NOT walked),rvv-openEuler-VLEN128-64c-clang17.0.6-fullmarch-gov=perf-2.6GHz,2026-07-08-G3-KQUANT-CLOSURE-二.1,experiments/active/l1-t3-q2k-repack-gemm/{tile_q2k_t3_findings.md,tile_q2k_t3_ab.csv,objdump_tile_q2k_t3_seal.objdump},924dc31f*去向=域外-非本轮主账-legacy-pre-§2.1(G3-二.1-K-quant-repack-GEMM-S6-output-tiling-5cell-family-summary)
q5_K|q5_K|repack-gemm-tile-S6|arity2|kernel-prefill-tiling-summary,S6-tiled([XFER-1]-sibling;HYBRID),mechanism,constructed-strong,emitRepackKQuantGemmBodyQ5K S6 (q4_K S6 body + qh 5th-bit inject; shares kquant_dmin_bsums_min min fold; front-door constructed region; oracle-GREEN silicon WORST_NORM 8.0e-07),byte-exact(oracle verify PASS 8.009e-07 untiled≡tiled + IDENTITY cmp 0 mismatch both shapes; vwmacc 2240 UNCHANGED; control-flip QH 2.70M× confirms 5th-bit axis exercised),repack-half_lanes8/vlen=128,spill 155→105 (−32%; did NOT collapse to ~0 = qh-plane weight residual) / maxVreg v31→v30 (≤32 cliff REACHED); reload 288→110 (−62%),n_a,n_a,A/B +41.7% nr64 (2.0508→2.9056) / +35.0% nr16; ours cv 0.36-0.88%,n_a,board llama.cpp f3e1828 REAL-dispatched ggml_vec_dot_q5_K_q8_K generic (repack.cpp:4644 neon-only; zero riscv repack @any VLEN → nullptr; LIVE probe NULLPTR; opponent UNTUNED generic block-dot),factory-block-dot(UNTUNED generic; no _vl128),2.193x (parity 1.547→2.193; already-WIN pushed further; opponent cv 0.35%),n_a,n_a,min-fold-register-cliff + qh-residual (HYBRID HOLDS; min-fold DOMINATES cliff, qh plane = secondary weight residual),this model contains NO q5_K tensor (二.2),family prefill Amdahl projection,[XFER-1] pred HOLDS → obs HOLDS (HIT; the crux case — min-fold lever SURVIVES the qh 5th-bit plane),kernel-axis-only(e2e BLOCKED),open(blocked_by_SEL; 門⑦ MISSING),TILING-HOLDS-hybrid-kernel-axis([NG-4] NOT-a-beat; opponent UNTUNED; 8-gate NOT walked),rvv-openEuler-VLEN128-64c-clang17.0.6-fullmarch-gov=perf-2.6GHz,2026-07-08-G3-KQUANT-CLOSURE-二.1,experiments/active/l1-t3-q5k-repack-gemm/{tile_q5k_t3_findings.md,tile_q5k_t3_ab.csv,objdump_tile_q5k_t3_seal.objdump},039133ea*去向=域外-非本轮主账-legacy-pre-§2.1(G3-二.1-K-quant-repack-GEMM-S6-output-tiling-5cell-family-summary)
q6_K|q6_K|repack-gemm-tile-S6|arity2|kernel-prefill-tiling-summary,S6-tiled([XFER-1]-sibling;NULL),mechanism,constructed-strong,emitRepackKQuantGemmBodyQ6K S6 no-min (decoded signed-scale int16 stack-panel; NO min fold — q6_K has no min; front-door constructed region; oracle @924dc31f),byte-exact(silicon verify INT_mismatch=0 both + IDENTITY cmp 0 mismatch; bounded-norm 4.579e-07; vwmacc 2304 UNCHANGED — correctness holds, cliff does not),repack-half_lanes8/vlen=128,spill 913→949 (ROSE +36; hot-loop-saturated) / maxVreg v31→v31 (≤32 cliff NOT reached; no spare reg),n_a,n_a,A/B −1.5% nr64 (0.6724→0.6625) / −2.3% nr16 (small consistent REGRESSION; ours cv 0.15-0.35%),n_a,board llama.cpp f3e1828 REAL-dispatched ggml_vec_dot_q6_K_q8_K block-dot (get_tensor_traits NO ggml_cpu_has_riscv_v branch; NEON-only → nullptr@every VLEN; LIVE probe NULLPTR; opponent MATURE),factory-block-dot(mature; no _vl128 needed — generic),0.181x (parity 0.184→0.181; ~5.4x LOSS; NOT rescued; opponent cv 0.575%),n_a,n_a,dual-plane-weight-bound (NULL; peak pressure = ql@1312 + qh@288 6-bit weight reconstruction; decode-scale panel does not touch it),q6_K=18.18% of prefill matmul (construction-only NULL; not accelerable),family Amdahl g6=1.0× (dilutes S_prefill),[XFER-1] pred NULL → obs NULL (HIT; weight-bound; refutes parent's pending-hardware spill→0 projection for q6_K),kernel-axis-only(e2e BLOCKED),open(blocked_by_SEL; 門⑦ MISSING),TILING-NULL-weight-bound([NG-4] moot=LOSS; ship PLAIN; marginal-cost/maturity evidence),rvv-openEuler-VLEN128-64c-clang17.0.6-fullmarch-gov=perf-2.6GHz,2026-07-08-G3-KQUANT-CLOSURE-二.1,experiments/active/l1-t3-q6k-repack-gemm/{tile_q6k_t3_findings.md,tile_q6k_t3_ab.csv,objdump_tile_q6k_t3_seal.objdump},924dc31f*去向=域外-非本轮主账-legacy-pre-§2.1(G3-二.1-K-quant-repack-GEMM-S6-output-tiling-5cell-family-summary)
q3_K|q3_K|repack-gemm-tile-S6|arity2|kernel-prefill-tiling-summary,S6-tiled([XFER-1]-sibling;NULL),mechanism,constructed-strong,q3_K plain export + S6 scale-panel transform (shares q6_K kquant_single_scale_no_min fold; front-door PLAIN shipped — S6 tested not shipped; oracle @924dc31f/1b367c1f),byte-exact(silicon verify INT_mismatch=0 both + IDENTITY cmp 0 mismatch; bounded-norm 4.973e-07 (worst_ulp 917132 outlier=near-zero cancellation not defect INT-exact); vwmacc 2176 UNCHANGED),repack-half_lanes8/vlen=128,spill 978→894 (−8.6% overhead-shave only; ~900 weight-bound residual) / maxVreg v31→v31 (≤32 cliff NOT reached),n_a,n_a,A/B +8.0% nr64 (0.6153→0.6643) / +8.4% nr16 (minor scale-strip shave NOT cliff; ours cv 0.04-0.21%),n_a,board llama.cpp f3e1828 REAL-dispatched ggml_vec_dot_q3_K_q8_K_vl128 block-dot (q3_K NOT in selector at all + zero q3_K repack anywhere in ggml = STRONGEST family absence → nullptr@every VLEN; LIVE probe NULLPTR; opponent MATURE _vl128),factory-block-dot(_vl128 mature),0.191x (parity 0.176→0.191; ~5.3x LOSS; NOT flipped by +8%; opponent cv 1.26%),n_a,n_a,dual-plane-weight-bound (NULL; peak pressure = qs@800 low-2-bit + subtractive hmask@288 high-bit; no min; decode-scale panel = drop in ~900-spill bucket),q3_K matmul (weight-bound NULL; not accelerable),family Amdahl g3=1.0× (NULL),[XFER-1] pred NULL → obs NULL (HIT; weight-bound like q6_K = shared no-min fold; confirms parent 'ship PLAIN' ruling on silicon),kernel-axis-only(e2e BLOCKED),open(blocked_by_SEL; 門⑦ MISSING),TILING-NULL-weight-bound([NG-4] moot=LOSS; ship PLAIN; +8% overhead-shave quantified),rvv-openEuler-VLEN128-64c-clang17.0.6-fullmarch-gov=perf-2.6GHz,2026-07-08-G3-KQUANT-CLOSURE-二.1,experiments/active/l1-t3-q3k-repack-gemm/{tile_q3k_t3_findings.md,tile_q3k_t3_ab.csv,objdump_tile_q3k_t3_seal.objdump},1b367c1f*去向=域外-非本轮主账-legacy-pre-§2.1(G3-二.1-K-quant-repack-GEMM-S6-output-tiling-5cell-family-summary)
# ===== 2026-07-09 G3 KQUANT-CLOSURE 二.2 — K-quant CONSTRUCT-KERNEL-GROUP → whole-model PREFILL TRANSMISSION (Amdahl projection; measured e2e Δ = N/A, integration BLOCKED). Row registers the transmission ACCOUNT (二.2) + phase-split baseline, cell kquant-family-closure. NOT a measured win — e2e-diluted-by-blocker (integration), reported as PROJECTION + attribution per [NG-4]/[L-1]. 8-gate = 3/8 PASS (T-PERF1_q4_K_vlen128_prefill_8gate.md). =====
kquant-family|q4_K_M-model|e2e-transmission-projection|arity_n|whole-model-prefill-Amdahl,S6-tiled-kernel-group-projection,mechanism,constructed-strong,q4_K/q2_K/q5_K S6-tiled kernel group (kernel-axis A/B rows above); transmission_account.md + phase_split.json,kernel-axis byte-exact SEALED (S6 IDENTITY cmp 0 + oracle bounded-ULP 7-8e-7); e2e logits parity CONTINGENT on integration (no ours to compare),n_a-whole-model/vlen=128,n_a (projection; no new binary),n_a,n_a,n_a,n_a,stock ggml f3e1828 block-dot whole-model (Q4_K_M DeepSeek-R1-Distill-Llama-8B sha f8eba201; VLEN128 K-quant repack trait=nullptr → block-dot IS the factory path),factory-block-dot-whole-model,PROJECTION prefill S≈1.59x (matmul 97.3% measured: q4_K 79.08%@1.884× + q6_K 18.18%@1.0× + rest 2.74%; interval 1.3x-1.6x; mechanistic ceiling 1.84x pure-q4_K),n_a,n_a,STRONG-matmul-bound-prefill (97.3%) / M=1 GEVM memory-bound decode,prefill matmul 97.3% (perf task-clock 798K samples pin8-15 -t8),prefill S≈1.59x (proj ≈5.184→8.24 t/s) / decode ×1.00 NULL,BLOCKED — integration not done (emitRepackKQuantGemmBodyQ4K in emitter working-tree uncommitted; ggml Q4_K mul_mat not hot-swapped; no K-quant repack env-toggle unlike G2 fusion ON/OFF),prefill=projection-only (decode≈0 memory-bound; kernel-wins-dont-transplant),open(blocked_by_SEL; 門④ e2e BLOCKED; 門⑦ MISSING),E2E-PROJECTION-BLOCKED (8-gate 3/8: ①bounded-ULP ⑥discipline ⑧wording PASS; ③④ partial; ②⑤⑦ missing; beat LOCKED [NG-4]),rvv-openEuler-VLEN128-64c-gov=perf-2.6GHz-cores8-15-8thr (ggml f3e1828),2026-07-09-G3-KQUANT-CLOSURE-二.2,experiments/active/kquant-family-closure/{transmission_account.md,T-PERF1_q4_K_vlen128_prefill_8gate.md,phase_split.json,prefill_profile.txt,decode_profile.txt},working-tree*去向=域外-非本轮主账-legacy-pre-§2.1(G3-二.2-kquant-family-whole-model-prefill-Amdahl-projection)

# ---- A2 batch1 board-measured iq/tq vec_dot 0.8 cold (2026-07-15·clang18-sym·N20-2seed) ----
vec_dot|iq3_s|typed-grid|arity2|micro-fixed,a2-batch1-board-measured,mechanism,constructed,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq.md,byte-exact,vlen=128,objdump-sealed,n_a,n_a,n_a,n_a,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,factory,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,status-measured,board-rvv-clang18.1.8-fnoias-N20-2seed,2026-07-15-A2-batch1,A2-batch1-vecdot-iqtq-raw,ggml-pinned(rvv-f3e1828/k1-20039c9),matmul-kernel-sym,0.213@M1(cold-N20-median-2seed),hand-tuned,ggml_vec_dot_iq3_s_q8_K_vl128,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,clang18-sym=MAIN-verdict|gcc-15=deploy-footnote(rvv archive gcc-15 8/8 LOSS·rvv-PASS=clang-micro-kernel-axis-ONLY非deployment·[CASE-COMPILER-ASYMMETRY]·域争议PR-9),predreg-cold0.8-A2batch1,in-denom*FAIL0.8-NAMED-X-指令数内禀-A2batch1(ours-cold-0.2to0.8GBs≪DRAM-wall·compute/vsetvli-storm-bound·指令数内禀-vsetvli-storm)
vec_dot|iq2_s|typed-grid|arity2|micro-fixed,a2-batch1-board-measured,mechanism,constructed,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq.md,byte-exact,vlen=128,objdump-sealed,n_a,n_a,n_a,n_a,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,factory,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,status-measured,board-rvv-clang18.1.8-fnoias-N20-2seed,2026-07-15-A2-batch1,A2-batch1-vecdot-iqtq-raw,ggml-pinned(rvv-f3e1828/k1-20039c9),matmul-kernel-sym,1.920@M1(cold-N20-median-2seed),hand-tuned,ggml_vec_dot_iq2_s_q8_K_vl128,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,clang18-sym=MAIN-verdict|gcc-15=deploy-footnote(rvv archive gcc-15 8/8 LOSS·rvv-PASS=clang-micro-kernel-axis-ONLY非deployment·[CASE-COMPILER-ASYMMETRY]·域争议PR-9),predreg-cold0.8-A2batch1,in-denom*PASS0.8-A2batch1-board-measured*成色:rvv-PASS=opp-cold-collapse(0.35GB/s)非ours强·board-specific·clang-micro·rvv-deploy-gcc-LOSS
vec_dot|iq2_xs|typed-grid|arity2|micro-fixed,a2-batch1-board-measured,mechanism,constructed,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq.md,byte-exact,vlen=128,objdump-sealed,n_a,n_a,n_a,n_a,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,factory,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,status-measured,board-rvv-clang18.1.8-fnoias-N20-2seed,2026-07-15-A2-batch1,A2-batch1-vecdot-iqtq-raw,ggml-pinned(rvv-f3e1828/k1-20039c9),matmul-kernel-sym,0.529@M1(cold-N20-median-2seed),hand-tuned,ggml_vec_dot_iq2_xs_q8_K_vl128,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,clang18-sym=MAIN-verdict|gcc-15=deploy-footnote(rvv archive gcc-15 8/8 LOSS·rvv-PASS=clang-micro-kernel-axis-ONLY非deployment·[CASE-COMPILER-ASYMMETRY]·域争议PR-9),predreg-cold0.8-A2batch1,in-denom*FAIL0.8-NAMED-X-指令数内禀-A2batch1(ours-cold-0.2to0.8GBs≪DRAM-wall·compute/vsetvli-storm-bound·指令数内禀)
vec_dot|iq2_xxs|typed-grid|arity2|micro-fixed,a2-batch1-board-measured,mechanism,constructed,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq.md,byte-exact,vlen=128,objdump-sealed,n_a,n_a,n_a,n_a,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,factory,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,status-measured,board-rvv-clang18.1.8-fnoias-N20-2seed,2026-07-15-A2-batch1,A2-batch1-vecdot-iqtq-raw,ggml-pinned(rvv-f3e1828/k1-20039c9),matmul-kernel-sym,0.697@M1(cold-N20-median-2seed),hand-tuned,ggml_vec_dot_iq2_xxs_q8_K_vl128,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,clang18-sym=MAIN-verdict|gcc-15=deploy-footnote(rvv archive gcc-15 8/8 LOSS·rvv-PASS=clang-micro-kernel-axis-ONLY非deployment·[CASE-COMPILER-ASYMMETRY]·域争议PR-9),predreg-cold0.8-A2batch1,in-denom*FAIL0.8-NAMED-X-指令数内禀-A2batch1(ours-cold-0.2to0.8GBs≪DRAM-wall·compute/vsetvli-storm-bound·指令数内禀)
vec_dot|iq3_xxs|typed-grid|arity2|micro-fixed,a2-batch1-board-measured,mechanism,constructed,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq.md,byte-exact,vlen=128,objdump-sealed,n_a,n_a,n_a,n_a,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,factory,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,status-measured,board-rvv-clang18.1.8-fnoias-N20-2seed,2026-07-15-A2-batch1,A2-batch1-vecdot-iqtq-raw,ggml-pinned(rvv-f3e1828/k1-20039c9),matmul-kernel-sym,0.156@M1(cold-N20-median-2seed),hand-tuned,ggml_vec_dot_iq3_xxs_q8_K_vl128,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,clang18-sym=MAIN-verdict|gcc-15=deploy-footnote(rvv archive gcc-15 8/8 LOSS·rvv-PASS=clang-micro-kernel-axis-ONLY非deployment·[CASE-COMPILER-ASYMMETRY]·域争议PR-9),predreg-cold0.8-A2batch1,in-denom*FAIL0.8-NAMED-X-指令数内禀-A2batch1(ours-cold-0.2to0.8GBs≪DRAM-wall·compute/vsetvli-storm-bound·指令数内禀-vsetvli137)
vec_dot|iq4_xs|typed-codebook|arity2|micro-fixed,a2-batch1-board-measured,mechanism,constructed,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq.md,ULP-DIVERGE,vlen=128,objdump-sealed,n_a,n_a,n_a,n_a,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,factory,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,status-measured,board-rvv-clang18.1.8-fnoias-N20-2seed,2026-07-15-A2-batch1,A2-batch1-vecdot-iqtq-raw,ggml-pinned(rvv-f3e1828/k1-20039c9),matmul-kernel-sym,1.310@M1(cold-N20-median-2seed),hand-tuned,ggml_vec_dot_iq4_xs_q8_K_vl128,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,clang18-sym=MAIN-verdict|gcc-15=deploy-footnote(rvv archive gcc-15 8/8 LOSS·rvv-PASS=clang-micro-kernel-axis-ONLY非deployment·[CASE-COMPILER-ASYMMETRY]·域争议PR-9),predreg-cold0.8-A2batch1,in-denom*PASS0.8-A2batch1-board-measured*成色:PASS-DIVERGE-caveat(fp-2of8-diverge·different-algo·非-byte-exact)
vec_dot|tq2_0|typed-ternary|arity2|micro-fixed,a2-batch1-board-measured,mechanism,constructed,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq.md,byte-exact,vlen=128,objdump-sealed,n_a,n_a,n_a,n_a,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,factory,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,status-measured,board-rvv-clang18.1.8-fnoias-N20-2seed,2026-07-15-A2-batch1,A2-batch1-vecdot-iqtq-raw,ggml-pinned(rvv-f3e1828/k1-20039c9),matmul-kernel-sym,0.975@M1(cold-N20-median-2seed),hand-tuned,ggml_vec_dot_tq2_0_q8_K_vl128,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,clang18-sym=MAIN-verdict|gcc-15=deploy-footnote(rvv archive gcc-15 8/8 LOSS·rvv-PASS=clang-micro-kernel-axis-ONLY非deployment·[CASE-COMPILER-ASYMMETRY]·域争议PR-9),predreg-cold0.8-A2batch1,in-denom*PASS0.8-A2batch1-board-measured*成色:★唯一clean竞争PASS双板·parity0.88-0.98·MATCH-fp·ours-emit-tightest·vsetvli8
vec_dot|tq1_0|typed-ternary|arity2|micro-fixed,a2-batch1-board-measured,mechanism,constructed,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq.md,byte-exact,vlen=128,objdump-sealed,n_a,n_a,n_a,n_a,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,factory,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,status-measured,board-rvv-clang18.1.8-fnoias-N20-2seed,2026-07-15-A2-batch1,A2-batch1-vecdot-iqtq-raw,ggml-pinned(rvv-f3e1828/k1-20039c9),matmul-kernel-sym,0.207@M1(cold-N20-median-2seed),hand-tuned,ggml_vec_dot_tq1_0_q8_K_vl128,experiments/active/g8-stage3-attack/A2-batch1-vecdot-iqtq-raw,clang18-sym=MAIN-verdict|gcc-15=deploy-footnote(rvv archive gcc-15 8/8 LOSS·rvv-PASS=clang-micro-kernel-axis-ONLY非deployment·[CASE-COMPILER-ASYMMETRY]·域争议PR-9),predreg-cold0.8-A2batch1,in-denom*FAIL0.8-NAMED-X-指令数内禀-A2batch1(ours-cold-0.2to0.8GBs≪DRAM-wall·compute/vsetvli-storm-bound·指令数内禀)
# ---- A2 batch2 FOLD-IN FLAT gemm PREFILL (2026-07-15·5格·PASS·0-hand-brick·decode行留pending) ----
gemm|q4_0|repack-gemm|arity2|micro-fixed,a2-batch2-fold-in,mechanism,constructed,experiments/active/g8-stage3-attack/A2-batch2-gemm-fold.md,byte-exact,vlen=128,objdump-sealed,n_a,n_a,n_a,n_a,experiments/active/g8-stage3-attack/A2-batch2-gemm-fold-raw,factory,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,status-measured,board-rvv-clang18-N20-2seed(k1)/T9-668f1d45(rvv-gcc-deploy),2026-07-15-A2-batch2,A2-batch2-gemm-fold-raw,ggml-pinned,matmul-kernel-sym,6.224@nr16(prefill-GEMM),light-vec,ggml_vec_dot_q4_0(block-dot·OPP_REPACK_SYMS=0),experiments/active/g8-stage3-attack/A2-batch2-gemm-fold-raw,gcc-15-deploy=MAIN(rvv shipped gcc·clean部署数)|clang18-micro=opp-insensitive~1.002x(T9§5双证),predreg-cold0.8-A2batch2-prefill,in-denom*PASS0.8-A2batch2-FOLD-IN-prefill*成色:便宜档-light-vec弱·rvv gcc-deploy6.224/clang-micro5.852·k1 N12⚠·非hand-brick*★0-verified-hand-brick(FLAT-gemm对手全block-dot单实现折中·OPP_REPACK_SYMS=0)*禁互推e2e/perf-covered
gemm|q4_1|repack-gemm|arity2|micro-fixed,a2-batch2-fold-in,mechanism,constructed,experiments/active/g8-stage3-attack/A2-batch2-gemm-fold.md,byte-exact,vlen=128,objdump-sealed,n_a,n_a,n_a,n_a,experiments/active/g8-stage3-attack/A2-batch2-gemm-fold-raw,factory,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,status-measured,board-rvv-clang18-N20-2seed(k1)/T9-668f1d45(rvv-gcc-deploy),2026-07-15-A2-batch2,A2-batch2-gemm-fold-raw,ggml-pinned,matmul-kernel-sym,6.105@nr16(prefill-GEMM),light-vec,ggml_vec_dot_q4_1(block-dot·OPP_REPACK_SYMS=0),experiments/active/g8-stage3-attack/A2-batch2-gemm-fold-raw,gcc-15-deploy=MAIN(rvv shipped gcc·clean部署数)|clang18-micro=opp-insensitive~1.002x(T9§5双证),predreg-cold0.8-A2batch2-prefill,in-denom*PASS0.8-A2batch2-FOLD-IN-prefill*成色:便宜档-light-vec弱·k1 N20-2seed本役确认byte-exact·非hand-brick*★0-verified-hand-brick(FLAT-gemm对手全block-dot单实现折中·OPP_REPACK_SYMS=0)*禁互推e2e/perf-covered
gemm|q5_0|repack-gemm|arity2|micro-fixed,a2-batch2-fold-in,mechanism,constructed,experiments/active/g8-stage3-attack/A2-batch2-gemm-fold.md,byte-exact,vlen=128,objdump-sealed,n_a,n_a,n_a,n_a,experiments/active/g8-stage3-attack/A2-batch2-gemm-fold-raw,factory,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,n_a,status-measured,board-rvv-clang18-N20-2seed(k1)/T9-668f1d45(rvv-gcc-deploy),2026-07-15-A2-batch2,A2-batch2-gemm-fold-raw,ggml-pinned,matmul-kernel-sym,1.232@nr16(prefill-GEMM),better-vec,ggml_vec_dot_q5_0(block-dot·OPP_REPACK_SYMS=0),experiments/active/g8-stage3-attack/A2-batch2-gemm-fold-raw,gcc-15-deploy=MAIN(rvv shipped gcc·clean部署数)|clang18-micro=opp-insensitive~1.002x(T9§5双证),predreg-cold0.8-A2batch2-prefill,in-denom*PASS0.8-A2batch2-FOLD-IN-prefill*成色:相对硬-better-vec中·k1 N20-2seed确认·仍非hand-brick*★0-verified-hand-brick(FLAT-gemm对手全block-dot单实现折中·OPP_REPACK_SYMS=0)*禁互推e2e/perf-covered
