op,format,engine,regime,group,rvv_tier,rvv_disp,rvv_cold,rvv_opp_sym,rvv_note,k1_tier,k1_disp,k1_cold,k1_opp_sym,k1_note
gemm_tile,q4_0,ime,prefill,matmul,N/A-hw,N/A-hw,,—,ime.present unsatisfiable on rvv(机判),手调,具名-X(IME-kernel-sym·vendor手调IME),0.196,stock IME q4_0 (vendor),vendor IME dispatch chip-specific→手调·成色:tie-stock 1.0088×(未真beat) ·[IME-kernel-sym: IME kernel-sym vs vendor手调IME核 gemm_kernel_i8i4(真硅vmadot)·输5.1×·墙=scale-fold epilogue未融进vmadot MAC·真硬件vendor正面度量负结果]
gemm_tile,q8_0,ime,prefill,matmul,N/A-hw,N/A-hw,,—,ime.present unsatisfiable on rvv(机判),手调,PASS(IME-kernel-sym·对手RVV-repack回退部署真核·near-parity非硬赢·非vendor-IME·禁写赢了IME),0.937,stock IME q8_0 (vendor),vendor IME dispatch chip-specific→手调·成色:beat-stock 2.233×(赢弱vendor) ·[IME-kernel-sym: ★裁决4改判(a4e6·走check)·对手=RVV-repack回退 ggml_gemm_q8_0_16x1_q8_0(部署真核·非vendor IME·runtime gdb证prefill实跳该核·gemm_kernel_i8i4/vec_dot从不触发·IME2 compiled-out无i8i8符号·spacemit get_optimal q8_0仅IME2→IME1下nullptr→mainline repack q8_0_16x1@zvfh VLEN256)·kernel-sym M64N512K2048 byte-exact int32核2097152/2097152 mism=0·OURS byte-identical回退(opp_vs_ours=0)·cold 2seed×6 w4≈0.937/predec≈0.916·compiler-symmetric clang-18·★near-parity非硬赢(ours~6%慢·≥0.8门·同iq3_xxs@rvv 0.9484范式)·系统账部署真核·禁写赢了IME·e2e 2.233×另赛道禁互推·★诚实缺口(a2cd check): 对手身份4路独立坐实(源码/二进制/env/repack·比单点gdb强)+byte-exact int32结构保证·但cold 0.937=a4e6单源(OURS wide-vmadot harness未落盘·精确cold无第二复现通道·建议保存harness·near-parity裕度足不影响≥0.8门)]
gemm_tile,q4_K,ime,prefill,matmul,N/A-hw,N/A-hw,,—,ime.present unsatisfiable on rvv(机判),手调,具名-X(IME-kernel-sym·vendor手调IME),0.049,stock IME q4_K (vendor),vendor IME dispatch chip-specific→手调·成色:黄0.909× super-block 传导稀释 ·[IME-kernel-sym: IME kernel-sym vs vendor IME·输20×·★C3′[PAT-1]format-keyed边界最锋利·gap随格式复杂度扩张(q4_0 5×→q4_K 20×·我方fold随super-block暴涨25→110ms·vendor单核塞所有格式4.9→5.5ms)]
rms_norm,f32,rvv,micro-fixed,forward,通用向量,PASS,1.24,ggml_compute_forward_rms_norm_f32,native RVV m8 vec_scale + scalar-dbl reduce·HYBRID·BORDERLINE,通用向量,PASS,1.336,ggml_compute_forward_rms_norm_f32,HYBRID·native-vec-light
softmax,f32,rvv,micro-fixed,forward,通用向量,PASS,1.007,ggml_vec_soft_max_f32,exported ggml手写RVV intrinsic·expf reduce,通用向量,PASS,1.004,ggml_vec_soft_max_f32,leaf 手写intrinsic·wrapper scalar-setup
rope,f32,rvv,micro-fixed,forward,标量类,PASS,1.013,ggml_compute_forward_rope_f32,scalar cos/sin cache 2-pass + autovec rotate→标量类,标量类,PASS,0.982,ggml_compute_forward_rope_f32,mostly-scalar→标量类
silu,f32,rvv,micro-fixed,forward,通用向量,PASS,0.997,ggml_vec_silu_f32,exported ggml手写RVV intrinsic·sigmoid/expf 向量化,通用向量,PASS,1.012,ggml_vec_silu_f32,手写intrinsic
scale,f32,rvv,micro-fixed,forward,通用向量,PASS,0.998,ggml_vec_scale_f32(vec.h:703),NATIVE RVV m8 vfmul_vf 手写intrinsic·byte-identical algo,通用向量,PASS,0.917,ggml_vec_scale_f32,native RVV m8·板异emit较轻但同源intrinsic
gelu,f32,rvv,micro-fixed,forward,标量类,PASS,0.141,ggml_table_gelu_f16(BSS-LUT),A2 f16-LUT同档重比done·WIN 1.116×·便宜档表查·同档调度胜·非硬赢·0ULP,标量类,PASS,0.247,ggml_table_gelu_f16(BSS-LUT),A2同档重比done·PARITY 0.957×·memory-bound near-parity·便宜档
add,f32,rvv,micro-fixed,forward,标量类,PASS,0.967,ggml_vec_add_f32(vec.h:89),AVX2-only vec path·RV落scalar loop→autovec→标量类,标量类,PASS,1.209,ggml_vec_add_f32,scalar loop autovec→标量类
mul,f32,rvv,micro-fixed,forward,标量类,PASS,0.963,ggml_vec_mul_f32(vec.h:127),pure scalar loop→autovec→标量类,标量类,PASS,1.189,ggml_vec_mul_f32,autovec→标量类
cpy,f32,rvv,micro-fixed,forward,标量类,PASS,0.987,ggml_vec_cpy_f32(vec.h:119),pure scalar loop→autovec/memcpy→标量类,标量类,PASS,1.108,ggml_compute_forward_dup_cpy,scalar/memcpy-stream→标量类
